Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression pHDB3	Expression pLCV1	qValue pHDB3 vs pLCV1	Fold-change pLCV1/pHDB3
1122625	1122496	1121936	1121936	-	yceB	b1063	lipoprotein, DUF1439 family	103	110	0.678915712	1.067961165
377685	377592	376759	376759	-	frmB	b0355	S-formylglutathione hydrolase	162	128	0.682600576	0.790123457
407330	407401	407685	407769	+	yaiE	b0391	conserved protein, UPF0345 family	82	72	0.682600576	0.87804878
779777			779852	+	lysT	b0743	Lys tRNA	21845	22809	0.682600576	1.044129091
2716752	2716550	2715513	2715513	-	yfiF	b2581	predicted methyltransferase	347	324	0.682600576	0.933717579
4581177	4581071	4579482		-	hsdM	b4349	DNA methyltransferase M	280	264	0.682930142	0.942857143
1277054	1276841	1275045		-	narX	b1222	sensory histidine kinase in two-component regulatory system with NarL	49	47	0.683099676	0.959183673
778760			778508	-	-	predicted RNA	antisense: pal	1968	1940	0.684467083	0.985772358
404966	404988	405446	405558	+	yaiI	b0387	conserved protein, UPF0178 family, downregulated by beryllium	115	119	0.684681083	1.034782609
874558	874558	875886	875940	+	yliF	b0834	predicted diguanylate cyclase	168	155	0.686052658	0.922619048
1151065			1151031	-	-	predicted RNA	antisense: acpP	925	836	0.686052658	0.903783784
	1315246	1314440	1314440	-	trpA	b1260	tryptophan synthase, alpha subunit	66	68	0.686052658	1.03030303
1839454	1839427	1838807	1838760	-	ynjF	b1758	inner membrane protein, phosphatidylglycerophosphate synthase homolog	60	59	0.686052658	0.983333333
3202242	3202153	3201332	3201257	-	bacA	b3057	undecaprenyl pyrophosphate phosphatase	275	254	0.686052658	0.923636364
3790594	3790574	3789378	3789369	-	kbl	b3617	glycine C-acetyltransferase	1038	1057	0.686052658	1.018304432
1367692	1367713	1368027	1368027	+	pspE	b1308	thiosulfate:cyanide sulfurtransferase (rhodanese)	248	251	0.687688284	1.012096774
2406884	2406884	2407483	2407483	+	yfbR	b2291	5'-nucleotidase	67	67	0.687688284	1
2241932	2241932	2242768	2242768	+	yeiG	b2154	S-formylglutathione hydrolase	57	58	0.688847178	1.01754386
3918426	3918426	3917893	3917881	-	atpH	b3735	F1 sector of membrane-bound ATP synthase, delta subunit	6354	6503	0.688847178	1.023449795
1321227	1321244	1322125		+	yciV	b1266	conserved protein	259	240	0.689387297	0.926640927
3878142	3878142	3875728	3875695	-	gyrB	b3699	DNA gyrase, subunit B	646	636	0.691286911	0.984520124
302197	302215	302829	302894	+	yagU	b0287	inner membrane protein, DUF1440 family	257	315	0.691774942	1.225680934
3160750	3160691	3159279	3159169	-	ftsP	b3017	septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)	167	157	0.69266701	0.94011976
2030407	2030341	2028923		-	dcm	b1961	DNA cytosine methyltransferase	150	135	0.693837958	0.9
279173	279099	278824		-	insA	b0265	IS1 repressor TnpA	63	56	0.694264707	0.888888889
483649	483627	480478	480478	-	acrB	b0462	multidrug efflux system protein	484	472	0.694264707	0.975206612
2355826	2355838	2356023	2356147	+	ypaA	b4543	predicted protein	46	42	0.694264707	0.913043478
4051851	4051780	4051670	4051173	-	yshB	b4686	expressed protein	607	641	0.694264707	1.05601318
3534797	3534606	3533887		-	ompR	b3405	DNA-binding response regulator in two-component regulatory system with EnvZ	360	345	0.696814236	0.958333333
87913	88028	89032	89102	+	fruR	b0080	DNA-binding transcriptional dual regulator	333	315	0.698109869	0.945945946
1333147	1333184	1333312	1333314	+	ymiA	b4522	hypothetical protein	700	661	0.698109869	0.944285714
1524090	1524004	1522505	1522505	-	ansP	b1453	L-asparagine transporter	125	110	0.698109869	0.88
1795982	1795968	1793581	1793581	-	pheT	b1713	phenylalanine tRNA synthetase, beta subunit	1387	1381	0.698109869	0.995674117
2087989	2088020	2088070	2088075	+	hisL	b2018	his operon leader peptide	60	52	0.698109869	0.866666667
3323022	3322933	3322085		-	folP	b3177	7,8-dihydropteroate synthase	551	530	0.698109869	0.961887477
4221766	4221651	4220827	4220724	-	iclR	b4018	DNA-binding transcriptional repressor	357	344	0.698109869	0.963585434
956811	956876	957964	958034	+	serC	b0907	3-phosphoserine/phosphohydroxythreonine aminotransferase	445	436	0.699428458	0.979775281
	3811955	3812410	3812516	+	dut	b3640	deoxyuridinetriphosphatase	1124	1109	0.699428458	0.986654804
2983850	2983869	2985098	2985134	+	yqeG	b2845	predicted transporter	275	260	0.702067077	0.945454545
2555339	2555319	2554432	2554432	-	eutC	b2440	ethanolamine ammonia-lyase, small subunit (light chain)	47	48	0.705647162	1.021276596
4369015	4369048	4370694	4370760	+	groL	b4143	Cpn60 chaperonin GroEL, large subunit of GroESL	6689	7238	0.705647162	1.082075049
	98403	99647		+	ftsW	b0089	integral membrane protein involved in stabilizing FstZ ring during cell division	280	263	0.706312963	0.939285714
982847	982873	983520	983649	+	ycbL	b0927	predicted metal-binding enzyme	826	798	0.706312963	0.966101695
1149893	1149893	1150627	1150662	+	fabG	b1093	3-oxoacyl-[acyl-carrier-protein] reductase	4685	4915	0.706312963	1.04909285
1324721	1324876	1325751	1325751	+	rluB	b1269	23S rRNA pseudouridylate synthase	528	508	0.706312963	0.962121212
3881981	3881752	3880349	3880349	-	dnaA	b3702	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	856	881	0.706312963	1.029205607
4173495			4173579	+	tyrU	b3977	Tyr tRNA	38415	37674	0.706312963	0.98071066
4455973	4455982	4457334	4457817	+	pmbA	b4235	predicted peptidase required for the maturation and secretion of the antibiotic peptide MccB17	349	338	0.706312963	0.968481375
604667	604647	603994	603994	-	nfsB	b0578	dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive	373	355	0.711838069	0.951742627
1019434	1019276	1018236	1018211	-	ompA	b0957	outer membrane protein A (3a;II*;G;d)	36704	36295	0.712131733	0.9888568
2306656	2306637	2304994	2304988	-	yojI	b2211	Microcin J25 efflux pump, TolC-dependent; fused ABC transporter permease and ATP-binding components	136	126	0.712131733	0.926470588
3039116	3039092	3038826		-	ygfY	b2897	conserved protein	278	286	0.712131733	1.028776978
4020238	4020241	4020756	4020756	+	tatB	b3838	TatABCE protein translocation system subunit	948	933	0.712818778	0.984177215
1011095	1011224	1012477	1012477	+	pqiA	b0950	paraquat-inducible membrane protein A	188	177	0.713561822	0.941489362
	204493	205089	205125	+	rnhB	b0183	ribonuclease HII, degrades RNA of DNA-RNA hybrids	633	590	0.715163774	0.93206951
134327	134388	134750	134754	+	yacL	b0119	conserved protein	213	217	0.720853154	1.018779343
3670404	3670437	3671336	3671384	+	yhjC	b3521	predicted DNA-binding transcriptional regulator	68	73	0.728913373	1.073529412
780291			780366	+	valZ	b0746	Val tRNA	5535	5177	0.729738735	0.935320687
1677525	1677581	1678963	1678999	+	ydgI	b1605	predicted arginine/ornithine antiporter transporter	71	64	0.729738735	0.901408451
1733356	1733402	1733983	1734091	+	sodB	b1656	superoxide dismutase, Fe	2029	2102	0.729738735	1.035978314
4175152	4175381	4175764	4175765	+	secE	b3981	preprotein translocase membrane subunit	8376	8102	0.729738735	0.967287488
	1462495	1463085	1463085	+	paaY	b1400	predicted hexapeptide repeat acetyltransferase	70	71	0.733023915	1.014285714
3341960	3341966	3342691	3342738	+	lptB	b3201	lipopolysaccharide export ABC transporter ATP-binding protein of the LptBFGC export complex	657	642	0.734162859	0.97716895
4161318	4161293	4160193	4159899	-	trmA	b3965	tRNA m(5)U54 methyltransferase, SAM-dependen	414	397	0.737116874	0.958937198
	773532	773825	773825	+	ybgE	b0735	conserved protein	155	159	0.74035505	1.025806452
3111499	3111499	3111089	3110096	-	yghG	b2971	predicted protein	539	497	0.746200423	0.922077922
3394280	3394280	3390480	3390081	-	yhdP	b4472	conserved membrane protein, predicted transporter	66	63	0.746200423	0.954545455
961116	961218	962891	962891	+	rpsA	b0911	30S ribosomal subunit protein S1	24153	23823	0.747930483	0.986337101
	1303788	1304792	1304981	+	oppF	b1247	oligopeptide transporter subunit	1653	1695	0.747930483	1.025408348
1161468	1161470	1161847	1161847	+	ycfL	b1104	predicted protein	635	604	0.748553916	0.951181102
456574	456650	457924	457924	+	clpX	b0438	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	1276	1280	0.749745083	1.003134796
3714505	3714417	3712084	3711986	-	bisC	b3551	biotin sulfoxide reductase	104	99	0.749745083	0.951923077
3714526	3714570	3715229	3715229	+	yiaD	b3552	outer membrane lipoprotein	329	302	0.749745083	0.917933131
4470573	4470556	4470422	4470419	-	pyrL	b4246	pyrBI operon leader peptide	291	293	0.749745083	1.006872852
1310914	1310914	1310375	1310304	-	yciB	b1254	predicted inner membrane protein	412	382	0.74984123	0.927184466
3962387	3962252	3960768	3960690	-	gpp	b3779	guanosine pentaphosphatase/exopolyphosphatase	301	288	0.74984123	0.956810631
2616798	2616798	2616097	2616028	-	hda	b2496	ATPase regulatory factor involved in DnaA inactivation	451	432	0.753631745	0.957871397
2945629			2945705	+	metV	b2816	Met tRNA	63	57	0.755086721	0.904761905
3439697	3439697	3439077	3439073	-	rpsD	b3296	30S ribosomal subunit protein S4	72388	70198	0.755086721	0.969746367
3469421	3469351	3468167	3468150	-	tufA	b3339	protein chain elongation factor EF-Tu (duplicate of tufB)	35021	34460	0.755086721	0.98398104
	1182052	1181006	1181006	-	potD	b1123	polyamine transporter subunit	1198	1206	0.756333083	1.006677796
1250103	1250061	1248991	1248981	-	dhaK	b1200	dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit	291	355	0.756333083	1.219931271
1266540	1266543	1267352	1267387	+	ychA	b1214	conserved protein	438	413	0.756333083	0.942922374
1945434	1945400	1944879	1944872	-	ruvC	b1863	component of RuvABC resolvasome, endonuclease	391	350	0.756333083	0.895140665
2361670	2361655	2360453	2360453	-	yfaY	b2249	conserved protein	129	107	0.756333083	0.829457364
3375591	3375442	3374804	3374804	-	sspA	b3229	stringent starvation protein A	2235	2153	0.756333083	0.963310962
	3473354	3472995	3472988	-	yheM	b3344	protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	234	230	0.756333083	0.982905983
	3700891	3699887	3699515	-	dppF	b3540	dipeptide transporter	98	113	0.756333083	1.153061224
4104475	4104492	4105394	4105574	+	fieF	b3915	ferrous iron and zinc transporter	437	409	0.756333083	0.935926773
4173853	4173967	4175151	4175151	+	tufB	b3980	protein chain elongation factor EF-Tu (duplicate of tufA)	29835	29977	0.756333083	1.004759511
	4485341	4486423	4486445	+	lptG	b4262	lipopolysaccharide export ABC permease of the LptBFGC export complex	271	262	0.756333083	0.966789668
2537738	2537605	2536694	2536694	-	cysM	b2421	cysteine synthase B (O-acetylserine sulfhydrolase B)	74	78	0.757410365	1.054054054
2687590	2687528	2686815		-	yfhG	b2555	conserved protein	69	71	0.757410365	1.028985507
	2939265	2938165	2938165	-	rlmM	b2806	23S rRNA C2498 ribose 2'-O-methyltransferase, SAM-dependent	300	286	0.757410365	0.953333333
4352976	4352740	4351223	4351222	-	lysU	b4129	lysine tRNA synthetase, inducible	294	281	0.757410365	0.955782313
643350	643190	642780	642780	-	rnk	b0610	regulator of nucleoside diphosphate kinase	236	272	0.759532249	1.152542373
1395291	1395389	1395646	1395728	+	ynaJ	b1332	predicted inner membrane protein, DUF2534 family	1221	1171	0.760083558	0.959049959
3951501	3951501	3953351	3953353	+	ilvD	b3771	dihydroxyacid dehydratase	42	51	0.760835927	1.214285714
4389594	4389627	4390172	4390382	+	orn	b4162	oligoribonuclease	587	561	0.760835927	0.955706985
4503299	4503310	4504428	4504428	+	yjhC	b4280	predicted oxidoreductase	74	73	0.763036934	0.986486486
4518522	4518347	4517361	4517174	-	yjhU	b4295	predicted DNA-binding transcriptional regulator; KpLE2 phage-like element	379	356	0.764200217	0.939313984
668481	668259	667942	667939	-	ybeB	b0637	ribosome-associated protein	987	948	0.76430611	0.960486322
1339831	1339945	1340682		+	pyrF	b1281	orotidine-5'-phosphate decarboxylase	599	572	0.76430611	0.954924875
1521089	1521089	1518987	1518987	-	yncD	b1451	predicted iron outer membrane transporter	119	114	0.765538039	0.957983193
	3095289	3096425	3096467	+	yggW	b2955	predicted oxidoreductase, HemN family	202	191	0.769190856	0.945544554
	4039456	4038929	4038929	-	mobB	b3856	molybdopterin-guanine dinucleotide biosynthesis protein B	81	83	0.769328352	1.024691358
3980398			3980474	+	argX	b3796	Arg tRNA	18333	17679	0.769736817	0.964326624
3442311			3442321	+	-	predicted RNA	antisense: rplO	961	895	0.771120281	0.93132154
2741632	2741647	2742129	2742129	+	yfiB	b2605	probable positive effector of YfiN activity, OM lipoprotein	74	72	0.774513541	0.972972973
2823630	2823598	2822513	2822429	-	mltB	b2701	membrane-bound lytic murein transglycosylase B	83	78	0.774513541	0.939759036
2658338	2658311	2657925	2657909	-	iscU	b2529	iron-sulfur cluster assembly scaffold protein	2639	2959	0.778700778	1.121258052
4445915	4445917	4446258	4446341	+	ytfP	b4222	conserved protein, UPF0131 family	680	645	0.779448168	0.948529412
4586898	4586888	4585932	4585880	-	yjiA	b4352	predicted GTPase	116	135	0.781676718	1.163793103
849428	849673	850188	850192	+	ompX	b0814	outer membrane protein X	6290	6261	0.782043226	0.995389507
3071848	3071713	3070694	3070645	-	epd	b2927	D-erythrose 4-phosphate dehydrogenase	615	656	0.784399265	1.066666667
1443897	1443904	1444230	1444230	+	ydbL	b1383	conserved protein	93	84	0.785997194	0.903225806
986453	986205	985117	985080	-	ompF	b0929	outer membrane porin 1a (Ia;b;F)	12498	13765	0.78724266	1.10137622
1213329	1213282	1212551	1212437	-	ycgE	b1162	repressor of blue light-responsive genes	117	114	0.78724266	0.974358974
4031142	4031168	4032619	4032619	+	trkH	b3849	potassium transporter	212	204	0.78724266	0.962264151
	96002	97084	97086	+	mraY	b0087	phospho-N-acetylmuramoyl-pentapeptide transferase	219	209	0.787305178	0.9543379
3036133	3036128	3034395	3034305	-	recJ	b2892	ssDNA exonuclease, 5' --> 3'-specific	232	218	0.787305178	0.939655172
1191889	1191854	1191213	1191210	-	hflD	b1132	predicted lysogenization regulator	412	402	0.788127715	0.975728155
3603649	3603633	3603274	3603101	-	yhhM	b3467	conserved protein, DUF2500 family	109	110	0.788127715	1.009174312
3299465	3299298	3298774		-	yhbT	b3157	predicted lipid carrier protein, COG3154 family	475	458	0.789461787	0.964210526
3332704	3332931	3333209	3333414	+	sfsB	b3188	DNA-binding transcriptional activator of maltose metabolism	69	62	0.789461787	0.898550725
1347003	1346936	1345002	1344931	-	rnb	b1286	ribonuclease II	638	644	0.789527777	1.009404389
1485221	1485259	1486059	1486059	+	ydcF	b1414	conserved SAM-binding protein, DUF218 superfamily	71	76	0.789682696	1.070422535
184193	184095	183709	183631	-	yaeH	b0163	conserved protein, UPF0325 family	200	205	0.794911057	1.025
1410023	1409972	1409037	1408959	-	ttcA	b1344	tRNA 2-thiocytidine biosynthesis protein	558	549	0.794911057	0.983870968
	2108162	2107605		-	rfbC	b2038	dTDP-4-deoxyrhamnose-3,5-epimerase	645	610	0.794911057	0.945736434
3430012	3429984	3429442	3429438	-	yrdD	b3283	predicted DNA topoisomerase	551	533	0.794911057	0.967332123
4599604	4599540	4599001	4598999	-	dnaT	b4362	DNA biosynthesis protein (primosomal protein I)	93	96	0.794911057	1.032258065
	52430	51609	51607	-	rsmA	b0051	16S rRNA dimethyladenosine transferase, SAM-dependent	381	367	0.79712701	0.963254593
141355	141431	141967	141967	+	hpt	b0125	hypoxanthine phosphoribosyltransferase	2939	2839	0.79712701	0.965974821
1990141			1990066	-	glyW	b1911	Gly tRNA	4315	4130	0.805850893	0.957126304
12044	12163	14079	14079	+	dnaK	b0014	chaperone Hsp70, co-chaperone with DnaJ	5258	5754	0.806435456	1.094332446
494293	494344	496218	496280	+	htpG	b0473	molecular chaperone HSP90 family	1828	1965	0.806435456	1.074945295
638732	638976	640541	640546	+	ahpF	b0606	alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	964	916	0.806435456	0.950207469
1798662	1798662	1798120	1798024	-	infC	b1718	protein chain initiation factor IF-3	59108	61033	0.806435456	1.032567504
2908707	2908707	2907916	2907820	-	mazG	b2781	nucleoside triphosphate pyrophosphohydrolase	131	115	0.806435456	0.877862595
3472633	3472574	3472200	3472200	-	rpsL	b3342	30S ribosomal subunit protein S12	9459	10553	0.806435456	1.115657046
1030935			1030848	-	serT	b0971	Ser tRNA	381	356	0.807675916	0.934383202
2400076	2400074	2399574		-	nuoE	b2285	NADH:ubiquinone oxidoreductase, chain E	980	1130	0.807675916	1.153061224
4103813	4103843	4104343	4104343	+	cpxP	b4484	inhibitor of the cpx response; periplasmic adaptor protein	328	286	0.807675916	0.87195122
1996503	1996503	1995835		-	yecS	b1918	inner membrane protein, predicted transporter subunit: membrane component of ABC superfamily	75	78	0.808169158	1.04
	3322092	3320755	3320569	-	glmM	b3176	phosphoglucosamine mutase	1224	1213	0.808287302	0.991013072
2529425	2529255	2528269	2528269	-	zipA	b2412	cell division protein involved in Z ring assembly	528	521	0.808927993	0.986742424
1958027	1958086	1959819	1959846	+	argS	b1876	arginyl-tRNA synthetase	752	741	0.809042794	0.98537234
463113	463161	463532	463532	+	ybaV	b0442	conserved protein, ComEA homolog	43	39	0.809621197	0.906976744
	811493	812170	812438	+	bioD	b0778	dethiobiotin synthetase	330	310	0.809621197	0.939393939
1117702	1117699	1117124	1117124	-	yceI	b1056	secreted protein	83	86	0.809621197	1.036144578
3985907	3985905	3984709	3984690	-	hemY	b3802	predicted protoheme IX synthesis protein	259	250	0.810686494	0.965250965
2309667	2309556	2308501	2308501	-	apbE	b2214	predicted thiamine biosynthesis lipoprotein	72	74	0.815079755	1.027777778
3435984	3436046	3436456	3436483	+	mscL	b3291	mechanosensitive channel protein, high conductance	678	664	0.815079755	0.979351032
1710701	1710793	1712295	1712302	+	dtpA	b1634	dipeptide and tripeptide permease A	898	873	0.815247983	0.972160356
3337277	3337270	3336488	3336484	-	mlaE	b3194	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein	502	473	0.817371871	0.942231076
100765	100765	102240		+	murC	b0091	UDP-N-acetylmuramate:L-alanine ligase	325	324	0.818025571	0.996923077
699560	699549	698797	698746	-	nagD	b0675	UMP phosphatase	516	487	0.818025571	0.94379845
775565	775565	776830	776962	+	tolA	b0739	membrane anchored protein in TolA-TolQ-TolR complex	508	539	0.818025571	1.061023622
1164344	1164366	1164908	1164908	+	ycfP	b1108	conserved protein	687	650	0.818025571	0.946142649
2816296			2816220	-	argY	b2693	Arg tRNA	2631	2376	0.818025571	0.903078677
